PERMIT NUMBER,OWNER NAME,OPERATING NAME,STREET,CITY,STATE,ZIP,COUNTY
TX-W-20544,"QUEEN'S MEADE WINERY, INC.",QUEEN'S WINERY,3433 W KINGSLEY RD UNIT 6,GARLAND,TX,75041,DALLAS
TX-W-20546,DP ENTERPRISES CONSULTING LLC,VINTERRA FINE IMPORTS,6756 ST. MORITZ PKWY,COLLEYVILLE,TX,76034,TARRANT
TX-W-20572,"CANEY CREEK WINERY, LLC",CANEY CREEK WINERY,7495 COUNTY ROAD 2120,GRAPELAND,TX,75844,HOUSTON
TX-W-20573,MENDELBAUM CELLARS LLC,,10207 E HWY 290,FREDERICKSBURG,TX,78624,GILLASPIE
TX-W-20593,"COMPASS ROSE CELLARS, INC",,113 AUSTIN ST,MASON,TX,76856,
TX-W-21001,GRAPES TO WINE LLC,,2648 FM 407 STE 130,BARTONVILLE,TX,76226,DENTON
TX-W-21002,RAFAEL HERNANDEZ,TEXAS VINEYARD & SMOKEHAUS,2442 ANDERSON COUNTY ROAD 2133,PALESTINE,TX,75801,ANDERSON
TX-W-21003,"BISHOP ARTS WINERY, LLC",,838 W DAVIS ST,DALLAS,TX,75208,USA
TX-W-21004,THREE FELLAS LLC,THE ART OF WINE,11909 PRESTON RD STE 1415,DALLAS,TX,75230,US
TX-W-21005,JOEL MALONE,BISHOP CIDER COMPANY,509 N BISHOP AVE STE C,DALLAS,TX,75208,DALLAS
TX-W-21006,"CHATEAU WINE, INC.",BODEGA WINE BAR,4514 TRAVIS ST STE 101,DALLAS,TX,75205,DALLAS
TX-W-21007,"LA GRAPPE, LLC",GREY MULE SALOON,101 E CALLAGHAN,FORT STOCKTON,TX,79735,PECOS
TX-W-21009,"RAK HESTAND, LLC",RUBY HEELS WINE SHOPPE,100 N EDWARD GARY ST STE C,SAN MARCOS,TX,78666,HAYS
TX-W-21010,"FJOLSVIDR VINZEREI, LLC",WIDE-IN-WISDOM WINERY,275 LONESOME DOVE DR,CEDAR CREEK,TX,78612,BASTROP
TX-W-21011,"FUTURE PROOF BRANDS, LLC",,6901 N LAMAR BLVD STE 134,AUSTIN,TX,78752,TRAVIS
TX-W-21012,"PEMBERTON CELLARS, LLC",,3500 LIPAN HWY,GRANBURY,TX,76048,
TX-W-21016,"WEDDING OAK WINERY, LLC",,316 E WALLACE ST,SAN SABA,TX,76877,SAN SABA
TX-W-21017,"MERIDIAN HIVE, LLC",MERIDIAN HIVE MEADERY,8201 S CONGRESS AVE STE 102,AUSTIN,TX,78745,
TX-W-21018,DAVID LEE HUNT,96 WEST WINERY,103 N BALLARD AVE,WYLIE,TX,75098,COLLIN
TX-W-21019,"DOUBLE DECANTED, LLC",DOUBLE DECANTED,11311 RICHMOND AVE AVE STE L104,HOUSTON,TX,77082,USA
TX-W-21021,NOLAN CREEK WINERY L.L.C.,NOLAN CREEK WINERY,219 EAST ST,BELTON,TX,76513,
TX-W-21022,"HYE MEADOW WINERY, LLC","HYE MEADOW WINERY, LLC","10257 HIGHWAY 290, W",HYE,TX,78635,BLANCO
TX-W-21023,"JJ BUCKLEY TEXAS, LLC",,1926 RANKIN RD STE 105,HOUSTON,TX,77073,
TX-W-21024,HOST AND TOAST LLC,,2703 26TH ST STE A,LUBBOCK,TX,79410,LUBBOCK
TX-W-21025,"GCV ENTERPRISES, LLC",GRAPE CREEK VINEYARD,101 W 7TH ST,GEORGETOWN,TX,78626,
TX-W-21027,"INWOOD ESTATES VINEYARDS, INCORPORATED",INWOOD ESTATES,10303 E US HIGHWAY 290,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21028,"ILLES FOOD INGREDIENTS, LTD.",,2022 MCKENZIE DR STE 110,CARROLLTON,TX,75006,
TX-W-21030,WHISTLING DUCK WINERY L.L.C.,,1213 COUNTY ROAD 273,WEIMAR,TX,78962,COLORADO
TX-W-21032,"COCKTAIL CRAFTERS, LLC",,2200 LUNA RD STE #120,CARROLLTON,TX,75006,DALLAS
TX-W-21033,KNOX CIRCLE WINERY LLC,FROGGY WINES,104 A KNOX CIR,HUNTSVILLE,TX,77320,WALKER
TX-W-21034,"LUBBOCK WINES, L.L.C.",,4210 82ND ST STE 232,LUBBOCK,TX,79423,LUBBOCK
TX-W-21035,MORAVIA VINEYARD & WINERY LLC,,12564 FM 957,SCHULENBURG,TX,78956,LAVACA
TX-W-21038,"PELLE LEGNA, LLC",PELLE LEGNA VINEYARDS,18655 COUNTY ROAD 418,TYLER,TX,75704,SMITH
TX-W-21039,"JANCO BEVERAGE, LLC",THEO'S MARKET,1216 SILBER RD,HOUSTON,TX,77055,HARRIS
TX-W-21040,MAJEK FARMS LLC,MAJEK VINEYARD AND WINERY,12508 FM 957,SCHULENBURG,TX,78956,LAVACA
TX-W-21041,"BENDING BRANCH ESTATE VINEYARD, LLC",BRANCH ON HIGH,704 B HIGH STREET,COMFORT,TX,78013,KERR
TX-W-21042,"INDIGO CELLARS, LLC",,309 MAIN ST UNIT 2,MARBLE FALLS,TX,78654,TRAVIS
TX-W-21044,JWB WINE LLC,BRAMAN WINERY,3421 FM 359 RD STE A,RICHMOND,TX,77406,FORT BEND
TX-W-21045,"TEXAS CUSTOM WINE WORKS, LLC",TEXAS CUSTOM WINE WORKS,1823 CR 460 RD,BROWNFIELD,TX,79316,TERRY
TX-W-21046,ANGELITA VINEYARD L.L.C.,ANGELITA VINEYARD & WINERY,254 SHADY CREEK LN,CORSICANA,TX,75109,NAVARRO
TX-W-21047,"FARINA'S WINERY, LTD.",FARINA'S WINERY,202 N HOUSTON ST,GRANBURY,TX,76048,HOOD
TX-W-21049,"TCD ENTERPRISES, LLC",THE CELLAR DOOR,829 S MASON RD STE 260,KATY,TX,77450,HARRIS
TX-W-21050,WORLD CLASS FAMILY WINES LLC,,2201 MIDWAY RD STE 302,CARROLLTON,TX,75006,DALLAS
TX-W-21051,"RONALD R. ROSS, LLC","TRIPLE ""R"" RANCH & WINERY",2776 COUNTY ROAD 125,WHITESBORO,TX,76273,
TX-W-21053,"MPACT BEVERAGE SOLUTIONS, LLC",MPACT BEVERAGE COMPANY,21240 FOSTER RD BLDG 5 C,SPRING,TX,77388,HARRIS
TX-W-21054,"SPRAYBERRY WINERY, L.L.C.",SPRAYBERRY WINERY,3700W MOCKINGBIRD LN,MIDLAND,TX,79707,MIDLAND
TX-W-21055,"MITTELSTEDT ENTERPRISES, LLC",SWEET SPRINGS WINERY,1500 SWEET SPRINGS RD,WEATHERFORD,TX,76088,
TX-W-21057,"COLORADO RIVER WINERY, LLC",COLORADO RIVER WINERY,707-709 CHESTNUT ST,BASTROP,TX,78602,BASTROP
TX-W-21058,"VINO MIO, LLC",,415 D-41 PEOPLES ST,CORPUS CHRISTI,TX,78401,NUECES
TX-W-21059,YELLOW BRICK ROAD WINERY LTD.,YELLOW BRICK ROAD WINERY,3587 WARD BEND RD,SEALY,TX,77474,AUSTIN
TX-W-21060,ALARICH DISTRIBUTING LLC,ALARICH WINES,12946 DAIRY ASHFORD STE 105,SUGAR LANE,TX,77478,FORT BEND
TX-W-21061,BRIAR CREEK VINEYARDS LLC,BRIAR CREEK VINEYARDS,10490 COUNTY ROAD 2180,WHITEHOUSE,TX,75791,SMITH
TX-W-21062,"WILD STALLION VINEYARDS, LLC",,5969 W RAYFORD RD,SPRING,TX,77389,
TX-W-21063,"CORK THIS, LLC",CORK THIS!,"18898 STATE HIGHWAY 6, S",COLLEGE STATION,TX,77845,MONTGOMERY
TX-W-21065,"SERCA WINES, LLC.",,11211 RICHMOND AVE STE B-105,HOUSTON,TX,77082,
TX-W-21067,RAMSEY VINEYARDS LLC,SANDY CREEK CELLARS,1129 RR 2233,SUNRISE BEACH,TX,78643,LLANO
TX-W-21068,"WEST SANDY CREEK WINE, LLC",WEST SANDY CREEK WINERY,1773 FM 1791,RICHARDS,TX,77873,WALKER
TX-W-21070,"THE AUSTIN BARREL CONCEPT, LLC",THE AUSTIN WINERY,440 E ST. ELMO RD UNIT A1,AUSTIN,TX,78745,TRAVIS
TX-W-21071,JWB WINE LLC,BRAMAN WINERY,1429 E FOURTH ST,HALLETTSVILLE,TX,77964,LAVACA
TX-W-21072,DOUBLE D WINERY LLC,WINERY ON THE BAY,1007 E NORTH ST,ROCKPORT,TX,78382,ARANSAS
TX-W-21073,"LOST MAPLES WINERY, LLC",,34986 RANCH ROAD 187,VANDERPOOL,TX,78885,
TX-W-21074,"CORDEL, LLC",CORDEL WINE INSTITUTE,923 E J AVE,GRAND PRAIRIE,TX,75050,
TX-W-21076,"TWIN CREEKS CELLAR, LLC",TEXAS KEEPER CIDER,12521 TWIN CREEK DR BLDG A,MANCHACA,TX,78652,TRAVIS
TX-W-21077,SOUTHERN CROSS BEVERAGES INC,,182 COUNTY ROAD 701,NACOGDOCHES,TX,75964,NACOGDOCHES
TX-W-21078,"DE SANTIS & ASSOCIATES, INC.",DE SANTIS SELECTIONS,12999 MURPHY RD STE B8,STAFFORD,TX,77477,FORT BEND
TX-W-21079,"LONG SHOT WINES, LLC",LONG SHOT WINES,1823 COUNTY ROAD 460,BROWNFIELD,TX,79316,TERRY
TX-W-21080,TIMBER RIDGE WINERY LLC,,2152 TIMBERCREEK RD,PIPE CREEK,TX,78063,BANDERA
TX-W-21081,"SLOAN & WILLIAMS WINERY, LLC",SLOAN & WILLIAMS WINERY,401 S MAIN ST,GRAPEVINE,TX,76051,
TX-W-21082,"BLESSED BEE WINERY ,LLC",,211 LITTLE RANCH RD,RED ROCK,TX,78662,BASTROP
TX-W-21083,ROLLINS VINE 2 WINE VINEYARD & WINERY LLC,,14773 COON RD UNIT 2,WINNIE,TX,77665,JEFFERSON
TX-W-21084,DAVID MAYFIELD SELECTIONS LLC,,1800 AUSTIN AVE STE 1,WACO,TX,76701,MCLENNAN
TX-W-21085,"FAT ASS RANCH AND WINERY, LLC",,51 ELGINS BEHREND RD,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21086,"M'S AFTER DARK, LLC",,,SEMINOLE,TX,79360,
TX-W-21087,"WINES OF DOTSON CERVANTES, L.L.C.",WINES OF DOTSON CERVANTES,352 FM 1851,VOCA,TX,76887,
TX-W-21089,"DELLA TERRA FARM, LLC",,2530 RS COUNTY ROAD 3425,BRASHEAR,TX,75420,RAINS
TX-W-21090,STEPHEN WATSON,,1977 COUNTY ROAD 114,COLEMAN,TX,76834,COLEMAN
TX-W-21091,"LA FUENTE WINERY, LLC",,10606 HEMPSTEAD RD STE 118,HOUSTON,TX,77092,USA
TX-W-21092,"COMPASS ROSE CELLARS, INC",,1197 HYE ALBERT RD,HYE,TX,78635,
TX-W-21093,KIRCHMAN GALLERY LLC,,213 N NUGENT AVE,JOHNSON CITY,TX,78636,BLANCO
TX-W-21094,KUHLMAN CELLARS LLC,,18421 EAST US HWY 290,STONEWALL,TX,78671,
TX-W-21095,"HENDERSON COUNTY VINEYARDS, LLC",HENDERSON COUNTY VINEYARDS,14491 FM 773,MURCHISON,TX,75778,
TX-W-21096,"MITTELSTEDT ENTERPRISES, LLC",,215 N MAIN ST,WEATHERFORD,TX,76086,
TX-W-21097,WINE NEST INC,THE WINE NEST,5217 98TH 700,LUBBOCK,TX,79424,
TX-W-21098,JAMES FRASCONE,,308 BAYSIDE DR,ANAHUAC,TX,77514,CHAMBERS
TX-W-21099,"JONES WINE COMPANY, INC.",JONES WINE COMPANY,1823 COUNTY ROAD 460,BROWNFIELD,TX,79316,TERRY
TX-W-21100,STONEWALL CELLARS LLC,,282 S RR 1623,STONEWALL,TX,78671,
TX-W-21101,BEVIAMO INTERNATIONAL LLC,,16840 CLAY RD BLDG 104,HOUSTON,TX,77084,HARRIS
TX-W-21102,"WINE GROUP, LLC",,2674 GRAVEL DR UNIT 5,FORT WORTH,TX,76118,TARRANT
TX-W-21103,LINN MICHELE RAGLE,,12700 FM 920,WEATHERFORD,TX,76088,PARKER
TX-W-21104,"GILLEY ENTERPRISES, LLC",FATSOLUSH WINERY,,CALDWELL,TX,77836,BURLESON
TX-W-21106,CHRISTOPHER GRIDER,KISSING TREE VINEYARDS,830 F.M. 1950,EDDY,TX,76524,FALLS
TX-W-21109,SAN DUCERRO LLC,SAN DUCERRO VINEYARDS,500 DAGG RD,YOAKUM,TX,77995,
TX-W-21110,"LONE OAK WINERY, INC.",LOST OAK WINERY,1823 COUNTY ROAD 460,BROWNFIELD,TX,79316,
TX-W-21111,"GIFT SERVICES, INC.",GIFTTREE.COM,8801 WALL ST STE 880,AUSTIN,TX,78754,TRAVIS
TX-W-21112,VALLE DELLA PACE LLC,VALLE DELLA PACE VINEYARDS,17840 110 HWY N,GARDEN VALLEY,TX,75771,SMITH
TX-W-21113,IVA GASS,IVA'S BREW HOUSE IN KERR COUNTY,161 W CREEK RD,KERRVILLE,TX,78028,KERR
TX-W-21114,"COOLEY BAY WINERY, L.L.C.",COOLEY BAY WINERY,292 CARTWRIGHT RD,VAN ALSTYNE,TX,75495,
TX-W-21115,SUMMERHILL WINERY LLC,,2325 TEXAS BLVD,TEXARKANA,TX,75501,BOWIE
TX-W-21116,"FAT ASS RANCH AND WINERY, LLC",,153 E MAIN ST,FREDERICKSBURG,TX,78624,
TX-W-21119,"CLASSIC WINE STORAGE, LLC",CLASSIC WINE MERCHANTS,2915 RIVERGLEN DR STE 200,FORT WORTH,TX,76109,
TX-W-21120,"LONG SHOT WINES, LLC",LONG SHOT WINES,133 LANDA ST,NEW BRAUNFELS,TX,78130,
TX-W-21122,FRIO CANYON VINEYARD LLC,,2344 E RANCH RD STE 337,LEAKEY,TX,78873,REAL
TX-W-21123,"MESSINA HOF WINE CELLARS, INC.",,201 S MAIN ST,GRAPEVINE,TX,76051,TARRANT
TX-W-21124,"MIXOLOSEUM, LLC",MIX PARTY,1100 E HOWARD LN STE 325,AUSTIN,TX,78753,USA
TX-W-21125,"GEORGETOWN WINERY, L.L.C.",THIRSTY MULE WINERY,101 CR 257,LIBERTY HILL,TX,78642,WILLIAMSON
TX-W-21126,HUGO EDWIN AULER,FALL CREEK VINEYARDS,18059 A FM 1826,DRIFTWOOD,TX,78619,HAYS
TX-W-21127,"DEEP ROOTS WINERY, LLC",STUMPY CIDER CO.,19263 COUNTY ROAD 130,TYLER,TX,75703,SMITH
TX-W-21129,"FIRELIGHT WINERY & VINEYARDS, LLC",FIRELIGHT VINEYARDS,103 N LEE ST,VALLEY VIEW,TX,76272,
TX-W-21130,"FIRELIGHT WINERY & VINEYARDS, LLC",FIRELIGHT VINEYARDS,623 REASON JONES RD,VALLEY VIEW,TX,76272,
TX-W-21132,MEDINA RIVER WINERY LLC,MEDINA RIVER WINERY AND BREW PUB,3179 BLDG 1 FM479 RTE BLDG 1A,CASTROVILLE,TX,78009,MEDINA
TX-W-21133,WINOTUS LLC,NARROW PATH WINERY,115 E MAIN ST,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21134,HENLY VINEYARDS LLC,,1171 WINDY HILLS RD,DRIPPING SPRINGS,TX,78620,USA
TX-W-21135,"STEFANO FARINA IMPORTS, LLC",,13411 WEST RD,HOUSTON,TX,77041,
TX-W-21136,"3 P'S IN A VINE, L.L.C.",3 P'S IN A VINE,955 DOUGLAS RD,ATHENS,TX,75751,
TX-W-21137,"THE 501 WINERY, LLC",THE 501 WINERY,"109 AVE E, NW",CHILDRESS,TX,79201,
TX-W-21138,"OAK TROPHY INVESTORS, LLC",3 VINO WINERY,206 MAIN ST,ROANOKE,TX,76262,
TX-W-21139,"M & B COPIERS, INC.",BUSH VINES,1823 CR 460,BROWNFIELD,TX,79316,
TX-W-21141,"WACO WINERY, LLC",WACO WINERY,6826 E HIGHWAY 6,WACO,TX,76705,MCLENNAN
TX-W-21142,"BINGHAM FAMILY CELLARS, LLC",,641 FM 303,MEADOW,TX,79345,
TX-W-21143,GAYLE MCELHANON,TOM BOMBADIL MEADERY,663 COUNTY ROAD 150,GEORGETOWN,TX,78626,WILLIAMSON
TX-W-21144,HEADSTONE WINE CO. LLC,,,TEMPLE,TX,76501,BELL
TX-W-21145,"EL SOL, LLC",EL GAUCHO,21301 KATHY LN,SPICEWOOD,TX,78669,TRAVIS
TX-W-21146,O G CELLARS LLC,,704 COUNTY ROAD 1895,SUNSET,TX,76270,
TX-W-21147,"TORR NA LOCHS, LLC",CORE WINES,7055 W HIGHWAY 29,BURNET,TX,78611,
TX-W-21148,"SILVER DOLLAR WINERY, LLC",,1937 BEDFORD RD STE C,BEDFORD,TX,76021,
TX-W-21149,"VRS WINERY, LLC",,32407 TAMINA RD STE C,MAGNOLIA,TX,77354,MONTGOMERY
TX-W-21150,"AMORE WINES OF TEXAS, L.L.C.",AMORE WINES OF TEXAS,8216 COUNTY ROAD 539,HICO,TX,76457,
TX-W-21152,CATALANO DBA L.L.C.,BENT OAK WINERY,2000 WINDY TERRACE DR BLDG 18,CEDAR PARK,TX,78613,TRAVIS
TX-W-21154,ELSIE LEPPERT,NATALIA WINERY,737 E COUNTY ROAD 5719,NATALIA,TX,78059,MEDINA
TX-W-21155,"BARON'S CREEK VINEYARDS, LLC",BARON'S CREEK VINEYARDS,5865 E HIGHWAY 290,FREDERICKSBURG,TX,78624,GILLEPIE
TX-W-21156,AUSTIN WINE AND CIDER LLC,,411 E SAINT ELMO RD UNIT 2,AUSTIN,TX,78745,TRAVIS
TX-W-21157,LARUE VINEYARDS LLC,,1491 N KEALY AVE UNIT 1 & 3,LEWISVILLE,TX,75067,
TX-W-21158,LIGHTNING WINE FARM LLC,LIGHTNING WINES,1823 CR 460,BROWNFIELD,TX,79316,
TX-W-21159,MARK EDWIN SANDERS,CRAFTSMAN FARMS,4235 TIMBERVIEW DR,FORT WORTH,TX,76140,TARRANT
TX-W-21160,BISHOP CIDER COMPANY LLC,,2777 IRVING BLVD STE 200,DALLAS,TX,75207,DALLAS
TX-W-21161,"ARG GOODS, LLC",,1304 W ALABAMA ST,HOUSTON,TX,77006,HARRIS
TX-W-21162,"GCV ENTERPRISES, LLC",GRAPE CREEK VINEYARD,150 VINEYARD LN,FREDERICKSBURG,TX,78624,
TX-W-21163,"WINE FUSION WINERY, LLC",WINE FUSION WINERY,603 S MAIN ST STE 304,GRAPEVINE,TX,76051,
TX-W-21164,"RATTLESNAKE ROAD CELLARS, LLC",OLD MAN SCARY CELLARS,302 E WALLACE ST,SAN SABA,TX,76877,
TX-W-21167,"ACAI WINE, LLC",ACAI WINE,2055 S WHEELER ST,JASPER,TX,75951,
TX-W-21168,"WINE ATTITUDE, INC.",WINE ATTITUDE,750 SUNLAND PARK DR STE G06,EL PASO,TX,79912,EL PASO
TX-W-21169,"KRBLISS ENTERPRISES, LLC",TASTE OF BLISS WINERY,1321 HUNTINGTON TRL,ROUND ROCK,TX,78664,
TX-W-21170,WINOTUS LLC,NARROW PATH WINERY,113 E MAIN ST,FREDERICKSBURG,TX,78624,
TX-W-21171,"BERNHARDT WINERY, LLC",,9043 COUNTY ROAD 204,PLANTERSVILLE,TX,77363,GRIMES
TX-W-21172,"TEXAS RANCH VINEYARD, LLC",TEXAS RANCH VINEYARD,201 BLUFFVIEW DR,WIMBERLEY,TX,78676,
TX-W-21173,CROSS TIMBERS WINERY LLC,,805 N MAIN ST,GRAPEVINE,TX,76051,
TX-W-21174,TARA VINEYARD & WINERY LLC,,101 E TYLER ST,ATHENS,TX,75751,HENDERSON
TX-W-21175,DOS RIOS WINERY LLC,,1811 US HIGHWAY 83,RIO GRANDE CITY,TX,78582,STARR
TX-W-21176,"SIGNOR VINEYARDS, LLC",,10870 & 10984 E. US HWY 290,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21178,"EARL B MOUTON, WANDA C MOUTON, EARL S MOUTON, CHELSEA M MOUTON",NACA VALLEY VINEYARD,9897 FM 1878,NACOGDOCHES,TX,75961,NACOGDOCHES
TX-W-21179,"PHINESSE' FARMS, L.L.C.",PHINESSE FARMS,,SULPHUR SPRINGS,TX,75482,HOPKINS
TX-W-21180,"CAPROCK DISTRIBUTORS, LLC",CAPROCK WINERY,408 E WOODROW RD,LUBBOCK,TX,79423,
TX-W-21181,"COX FAMILY WINEGROWERS, LLC",PHEASANT RIDGE WINERY,3507 E CR 5700,LUBBOCK,TX,79403,LUBBOCK
TX-W-21182,"PERRINE WINERY CONSULTANTS, LLC",PERRINE WINERY,11405 N DOWLING RD UNIT G,COLLEGE STATION,TX,77845,BRAZOS
TX-W-21183,"WEDDING OAK WINERY, LLC",,100 LEGACY DR UNIT A,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21184,"MOODY FAMILY WINERY, LLC",M6 WINERY,201 W MAIN ST,BULLARD,TX,75757,SMITH
TX-W-21186,"BARNHAUS VINEYARDS AND WINERY, LLC",4R RANCH VINEYARDS AND WINERY,1473 COUNTY ROAD 477,MUENSTER,TX,76252,COOKE
TX-W-21187,"MITTELSTEDT ENTERPRISES, LLC",SWEET SPRINGS WINERY,19280 S HIGHWAY 281,LIPAN,TX,76462,PALO PINTO
TX-W-21188,"ONE BARREL WINES, LP",THE WINERY AT WILLOW CREEK,4353 S TREADAWAY BLVD,ABILENE,TX,79602,
TX-W-21189,MICHEL THIBAULT WINE LLC,,12016 U.S. HWY 290 W UNIT 7-A,AUSTIN,TX,78737,
TX-W-21190,"THE TRIPLE D, LLC",,519 WEST MAIN,BROWNFIELD,TX,79316,
TX-W-21191,"TERROIR GROUP, LLC",AOC SELECTIONS,2301 PORTSMOUTH ST,HOUSTON,TX,77098,HARRIS
TX-W-21192,"GCV ENTERPRISES, LLC",GRAPE CREEK VINEYARDS,223 E MAIN ST,FREDERICKSBURG,TX,78624,
TX-W-21193,290 VINERY L.L.C.,,300 W MAIN ST,JOHNSON CITY,TX,78636,BLANCO
TX-W-21194,BLYTHE SPIRITS LLC,STINSON DISTILLING,18281 W FM 150 UNIT 101 &103,DRIFTWOOD,TX,78619,HAYS
TX-W-21196,"TRILOGY CELLARS, LLC",BURKLEE HILL VINEYARDS,618 AVE. H,LEVELLAND,TX,79336,
TX-W-21197,6TH STREET WINERY LLC,,600 6TH ST,WICHITA FALLS,TX,76301,WICHITA
TX-W-21198,"DUO WINERY & CIDER CO., LLC",,2150 A DICKINSON AVE,DICKINSON,TX,77539,GALVESTON
TX-W-21200,YATES WINES LLC,RON YATES,6676 W U.S. HWY 290,HYE,TX,78635,
TX-W-21201,"RANCHO LOMA VINEYARDS, LLC",,411 S COMMERCIAL AVE,COLEMAN,TX,76834,
TX-W-21202,"HE WINES SHE DINES, LLC",HE WINES SHE DINES,203 COUNTY LINE RD,ROCKWALL,TX,75032,ROCKWALL
TX-W-21203,"THE WINERY @ AUBREY, INC.",FORTUNATA WINERY,2297 FM 2931,AUBREY,TX,76227,
TX-W-21204,BEVIAMO INTERNATIONAL LLC,BEVIAMO HEIGHTS,1024 STUDEWOOD ST,HOUSTON,TX,77008,HARRIS
TX-W-21205,TED R. ADAMS,JOSHUA FARM,10801 N COUNTY ROAD 2300,LUBBOCK,TX,79403,LUBBOCK
TX-W-21207,"CANA'S JUG, LLC",,335 N N. LAMPASAS ST,BERTRAM,TX,78605,
TX-W-21208,"NEWSOM VINEYARDS @ COMFORT, LLC",,717 FRONT ST,COMFORT,TX,78013,KENDALL
TX-W-21209,"TREATY OAK BREWING AND DISTILLING CO, LLC",,16604 FITZHUGH RD,DRIPPING SPRINGS,TX,78620,
TX-W-21211,"SHALLOW CREEK VINEYARDS, LLC",,9875 CALDWELL RD,NORMANGEE,TX,77871,MADISON
TX-W-21212,"WHITLEY VINEYARDS, LLC",WHITLEY VINEYARDS LLC,27014 W FM 1097,MONTGOMERY,TX,77356,MONTGOMERY
TX-W-21213,"RANCHO CENTRO, LLC",RANCHO PIZZERIA,414 S COMMERCIAL AVE,COLEMAN,TX,76834,
TX-W-21214,"RANCHO LOMA, LLC",,2969 COUNTY ROAD 422,TALPA,TX,76882,
TX-W-21215,"SAASY VINES, LP",BLUE DUCK WINERY,507 CONRAD HILTON BLVD,CISCO,TX,76437,EASTLAND
TX-W-21216,"DAR DON ENTERPRISES, LLC",VARNER CREEK WINERY,13318 SH 35 HWY,WEST COLUMBIA,TX,77486,BRAZORIA
TX-W-21218,"POST OFFICE ENTERPRISES, LLC",RUSTY HOOK WINERY,5880 HWY 185,PORT LAVACA,TX,77979,
TX-W-21219,"PHINESSE' FARMS, L.L.C.",PHINESSE' FARMS,223 MAIN ST,SULPHUR SPRINGS,TX,75482,HOPKINS
TX-W-21220,THE PERMANN'S CIDER CO. LLC,,1709 OVID ST,HOUSTON,TX,77007,HARRIS
TX-W-21221,JACK RABBIT WINERY LLC,BLUE MOUNTAIN TRAIL VINEYARD,125 BLUE MOUNTAIN TRL,FORT DAVIS,TX,79734,JEFF DAVIS
TX-W-21222,"RAMBOLA, LLC",RISING STAR VINEYARD,1001 COUNTY ROAD 290,RISING STAR,TX,76471,
TX-W-21223,"C. L. BUTAUD WINES, LLC",C. L. BUTAUD WINES,4222 S STATE HIGHWAY 16,FREDERICKSBURG,TX,78624,GILLESPIE
TX-W-21224,"COMPASS ROSE CELLARS, INC",,401 E MAIN ST STE E,FREDERICKSBURG,TX,78624,
TX-W-21225,"FARMHOUSE VINEYARD, LLC",FARMHOUSE VINEYARD,702 OLD LAMESA RD,BROWNFIELD,TX,79316,TERRY
TX-W-21226,GOLDEN OAK MICRO CELLAR LTD. CO.,GOLDEN OAK MICRO CELLAR,1124 JONES RD,NEW WAVERLY,TX,77358,WALKER
TX-W-21227,"SHAKER SOURCE, LLC",PIEZO WINERY,293 STONE MOUNTAIN RD,CRESSON,TX,76035,PARKER
TX-W-21229,"CORK HOUSE WINERY, LLC",,213 E MAIN ST,WAXAHACHIE,TX,75165,ELLIS
TX-W-21230,"EPERON VINEYARDS, LLC",,10203 COUNTY ROAD 21,CANADIAN,TX,79014,
TX-W-21231,SCOTT STAWSKI,PROSPER ESTATE VINEYARDS,5560 OAK BEND TRL,PROSPER,TX,75078,COLLIN
TX-W-21232,GOOD CIDER LLC,MOONTOWER CIDER COMPANY,1916 TILLERY ST,AUSTIN,TX,78723,TRAVIS
TX-W-21233,BUON VINO LLC.,BUON VINO,2800 DALLAS PKWY STE 105,PLANO,TX,75093,COLLIN
TX-W-21235,DARYL HALE,GULF BREEZE WINERY,3005 B FM 1685,VICTORIA,TX,77905,VICTORIA
TX-W-21237,KFIRE L.L.C.,KFIRE WINERY AND VINEYARD,3059 CR 212,BERTRAM,TX,78605,
TX-W-21238,"TEXAS WINE COMPANY, INC.",,510 US HWY 6282,MEADOW,TX,79345,
TX-W-21239,KILLER VINO CORP,KILLER VINO,2301 PORTSMOUTH ST STE 200,HOUSTON,TX,77098,HARRIS
TX-W-21240,"THE WINE GARAGE, LLC",,11602 E US HWY 290,FREDERICKSBURG,TX,78624,
TX-W-21241,"ELLIOTT'S WINE GROWING & BRANDS, LLC",SANDFIGHTER WINES AND CELLARS,2535 HIGHWAY 380 STE A,BROWNFIELD,TX,79316,TERRY
TX-W-21242,GADELA WINES LLC,GADELA WINES,8311 GINGER DR,SPRING,TX,77389,HARRIS
TX-W-21243,"PILOT KNOB VINEYARD, LLC",,203 N MAIN ST,TAYLOR,TX,76574,
TX-W-21244,"FIZZNESS, LLC",,615 BROADWAY AVE,NEWCASTLE,TX,76372,YOUNG
TX-W-21245,"BLENDS WINE BAR, LLC",,208 N PENELOPE,BELTON,TX,76513,
TX-W-21246,"ANNIELEEROSE ENTERPRISES, LLC",ROWDY CREEK RANCH,4048 STATE HIGHWAY 300,GILMER,TX,75645,
TX-W-21247,"GATEWOOD WINERY, LLC",,300 CR 345,DUBLIN,TX,76446,COMANCHE
TX-W-21248,"TOWN IN CITY BREWING COMPANY, LLC",HOUSTON CIDER COMPANY,1125 W CAVALCADE,HOUSTON,TX,77009,USA
